Title,ID,Date of release,Genre,Cast,Crew-writers,Crew-director,Plot summary,IMDB Rating,IMDB Votes
Darna Mana Hai,tt0349333,25 Jul 2003,Horror,"Saif Ali Khan, Sameera Reddy, Vivek Oberoi","Atul Sabharwal, Rajnish Thakur, Abbas Tyrewala",Prawaal Raman,"After their car breaks down in the middle of the night, seven friends find shelter and tell one another stories to kill time till dawn.",6.3,"3,445"
Humraaz,tt0326576,26 Jul 2002,"Action, Musical, Romance","Bobby Deol, Akshaye Khanna, Ameesha Patel","Shiraz Ahmed, Shyam Goel","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","When a businessman learns that his wife married him only for money, he hatches a plan with her ex-lover to kill her.",6.4,"3,461"
Total Siyapaa,tt0326576,26 Jul 2002,"Action, Musical, Romance","Bobby Deol, Akshaye Khanna, Ameesha Patel","Shiraz Ahmed, Shyam Goel","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","When a businessman learns that his wife married him only for money, he hatches a plan with her ex-lover to kill her.",6.4,"3,461"
Dulhan Hum Le Jayenge,tt0247992,15 Jan 2000,"Comedy, Drama, Romance","Salman Khan, Karisma Kapoor, Om Puri",Rumi Jaffery,David Dhawan,"Sapna has lost her parents at an early age and lives with her three quirky uncles - Bhola Nath is a fitness freak, Prabhu Nath is a deeply religious fellow and Vicky Nath is a disco-savvy dude. Sapna is fed up of their quirks and ...",5.1,"3,487"
Damini,tt0106655,30 Apr 1993,"Crime, Drama","Meenakshi Sheshadri, Rishi Kapoor, Sunny Deol","Sutanu Gupta, Dilip Shukla",Rajkumar Santoshi,"After witnessing a rape in her own household, Damini fights for justice for the deceased victim. However, she faces a bunch of challenges until she meets a disgraced lawyer who decides to fight the case and bring the culprits to j...",7.8,"3,508"
Aaja Nachle,tt0986213,30 Nov 2007,"Drama, Family, Music","Madhuri Dixit, Darshan Jariwala, Raghuvir Yadav","Aditya Chopra, Jaideep Sahni",Anil Mehta,Dia's dance teacher is dying. She returns to the town where she learnt to live and dance and most importantly to save the endangered Ajanta theatre.,6.2,"3,178"
Sadma,tt0086230,08 Jul 1983,"Drama, Romance","Kamal Haasan, Sridevi, Gulshan Grover","Gulzar, Balu Mahendra",Balu Mahendra,"A head injury causes a woman to regresses to childhood. Lost and confused, she is eventually befriended by a school teacher.",8.3,"3,152"
Khalnayak,tt0107311,15 Jun 1993,"Action, Adventure, Crime","Sanjay Dutt, Madhuri Dixit, Jackie Shroff","Subhash Ghai, Ram Kelkar, Kamlesh Pandey",Subhash Ghai,A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.,7.1,"3,310"
Simran,tt6405126,15 Sep 2017,"Crime, Drama, Thriller","Kangana Ranaut, Sohum Shah, Esha Tewari","Apurva Asrani, Chintan Shah",Hansal Mehta,"A socially-criticized, financially-cornered girl becomes an outlaw to dodge the situation.",5.2,"4,269"
Zakhm,tt0211126,15 Dec 1998,Drama,"Ajay Devgn, Pooja Bhatt, Nagarjuna Akkineni","Mahesh Bhatt, Tanuja Chandra, Girish Dhamija",Mahesh Bhatt,"Amidst religious riots, a son deals with his mother's life-threatening injuries, and her last request.",7.9,"3,210"
Raabta,tt5542802,09 Jun 2017,"Action, Drama, Fantasy","Deepika Padukone, Kriti Sanon, Rajkummar Rao","Siddharth-Garima, Siddharth Singh, Garima Wahal",Dinesh Vijan,"An inseparable couple Saira and Shiva find themselves in a complicated situation when a stranger claims to be her reincarnated lover from their previous lifetime, hellbent on destroying their relationship and winning her back.",4.7,"7,809"
The Shaukeens,tt3848888,07 Nov 2014,Comedy,"Akshay Kumar, Lisa Haydon, Anupam Kher","Sai Kabir, Tigmanshu Dhulia",Abhishek Sharma,Three friends in their 60s try to do everything that they couldn't do in their younger days - before death arrives.,4.9,"3,030"
Aan: Men at Work,tt0363409,04 Jun 2004,"Action, Crime, Drama","Akshay Kumar, Shatrughan Sinha, Suniel Shetty","Hriday Lani, Sanjeev Puri, Manoj Tyagi",Madhur Bhandarkar,DCP Patnaik and his team's fights against corrupted politicians and mafia rule Mumbai city. However their faith in law and order is tested with serious outcomes.,5.7,"3,061"
Chal Mere Bhai,tt0245825,05 May 2000,"Comedy, Romance","Sanjay Dutt, Salman Khan, Karisma Kapoor","Ikram Akhtar, Rumi Jaffery, Yunus Sajawal",David Dhawan,"Vicky, a businessman, loves his younger brother Prem, who spends his time chasing women. The family feels that secretary Sapna will make a good wife for Vicky, but she is already in love with Prem.",4.7,"3,354"
Dil Dosti Etc,tt1099196,28 Sep 2007,"Comedy, Crime, Drama","Imaaduddin Shah, Shreyas Talpade, Smriti Mishra","Kumaar, Prashant Pandey, Goutam Raam",Manish Tiwary,"Two college boys from diverse backgrounds believe that since time is on their side, anything is possible. Consequently, their arrogance leads them to challenge each other to prove their efficiencies.",6.9,"2,878"
Sanam Re,tt4262516,12 Feb 2016,"Drama, Romance","Rishi Kapoor, Pulkit Samrat, Yami Gautam","Sanjeev Dutta, Hussain Dalal, Adhir Bhat",Divya Khosla Kumar,A man focused on his career finds solace when he reunites with his childhood sweetheart.,3.2,"3,163"
Pyaar To Hona Hi Tha,tt0173081,15 Jul 1998,"Comedy, Drama, Romance","Ajay Devgn, Kajol, Bijay Anand",Anees Bazmee,Anees Bazmee,"Set to win back her fiance's heart, Sanjana (Kajol) decides to travel back to India but little did she know that fate had something else planned for her.",6.6,"3,255"
1920,tt1301698,12 Sep 2008,"Horror, Mystery, Romance","Rajneesh Duggal, Adah Sharma, Anjori Alagh","Vikram Bhatt, Girish Dhamija, Amin Hajee",Vikram Bhatt,"After forsaking his family and religion, a husband finds his wife is demoniacally possessed.",6.4,"3,452"
Bbuddah... Hoga Terra Baap,tt1869296,01 Jul 2011,"Action, Comedy, Crime","Amitabh Bachchan, Hema Malini, Sonu Sood","Inaamulhaq, Puri Jagannadh, Ajay Kumar",Puri Jagannadh,"A quick-tempered, flamboyantly-dressed, retired hit-man returns to India for one last job. Just don't call him ""Buddah""",5.6,"2,902"
King Uncle,tt0107321,05 Feb 1993,"Comedy, Drama, Family","Jackie Shroff, Shah Rukh Khan, Nagma","Anees Bazmee, Ravi Kapoor, Mohan Kaul",Rakesh Roshan,"When a runaway orphan ends up at the house of a cruel millionaire, she decides to alter his perception of the world.",5.2,"2,849"
Chance Pe Dance,tt1392744,15 Jan 2010,"Comedy, Drama, Music","Shahid Kapoor, Genelia D'Souza, Mohnish Bahl","Nupur Asthana, Manu Rishi Chadha, Ken Ghosh",Ken Ghosh,New love convinces a struggling actor and dancer to enter a talent competition that could make him a superstar.,4.8,"2,974"
Na Tum Jaano Na Hum,tt0248216,10 May 2002,"Comedy, Drama, Musical","Hrithik Roshan, Saif Ali Khan, Esha Deol","Pratibha Acharya, Arjun Sablok",Arjun Sablok,A romantically inclined couple decide to get to know each other through letters without disclosing their identities.,4.9,"2,865"
Haseena Maan Jaayegi,tt0267548,25 Jun 1999,"Action, Comedy, Romance","Sanjay Dutt, Govinda, Karisma Kapoor","Imtiaz Patel, Yunus Sajawal, Rumi Jaffery",David Dhawan,"Separated from their wealthy father and each other, two brothers (Sanjay Dutt, Govinda) try to win the hearts of their dream girls.",6.3,"3,269"
Katti Batti,tt4467262,18 Sep 2015,"Comedy, Drama, Romance","Imran Khan, Kangana Ranaut, Abhishek Saha","Nikkhil Advani, Anshul Singhal",Nikkhil Advani,A romantic comedy that follows Maddy and Payal's live-in relationship until a sudden turn of events creates a distance between them.,4.6,"3,150"
Dolly Ki Doli,tt4332114,23 Jan 2015,"Comedy, Romance","Malaika Arora, Karan Ashar, Mohd. Zeeshan Ayyub","Abhishek Dogra, Uma Shankar Singh",Abhishek Dogra,Dolly is a con woman who marries unsuspecting men and on the wedding night runs away with their money. On the case is a police officer and two disgruntled grooms.,4.5,"3,066"
Aladin,tt1227762,30 Oct 2009,"Action, Adventure, Comedy","Amitabh Bachchan, Sanjay Dutt, Riteish Deshmukh","Vishal Dadlani, Sujoy Ghosh, Suresh Nair",Sujoy Ghosh,"Since he was a child, Aladin Chatterjee has been teased for his fairytale name. As a college student he follows his namesake's footsteps; unleashing genie Genius and wooing exchange student Jasmine. But the evil Ringmaster approac...",4.7,"3,015"
Dilwale,tt4535650,18 Dec 2015,"Action, Comedy, Drama","Shah Rukh Khan, Kriti Sanon, Kajol","Yunus Sajawal, Farhad Samji, Sajid",Rohit Shetty,"The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",5.0,"34,377"
Brij Mohan Amar Rahe,tt4535650,18 Dec 2015,"Action, Comedy, Drama","Shah Rukh Khan, Kriti Sanon, Kajol","Yunus Sajawal, Farhad Samji, Sajid",Rohit Shetty,"The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",5.0,"34,377"
99,tt1370429,15 May 2009,"Comedy, Crime, Drama","Kunal Khemu, Boman Irani, Soha Ali Khan","Raj Nidimoru, Krishna D.K., Sita Menon","Krishna D.K., Raj Nidimoru",A gangster deputes two of his men to recover money from an out of town compulsive gambler.,7.3,"2,890"
Ragini MMS 2,tt2609218,21 Mar 2014,Horror,"Sunny Leone, Saahil Prem, Parvin Dabas","Tanveer Bookwala, Ishita Moitra",Bhushan Patel,A sleazy film director's decision to shoot his latest erotic horror movie in a notorious haunted house angers the vengeful spirit of its past inhabitant.,3.9,"2,884"
Apne,tt0814014,29 Jun 2007,"Drama, Sport","Dharmendra, Sunny Deol, Bobby Deol",Neeraj Pathak,Anil Sharma,"A disgraced ex-boxer attempts to make his two sons champion boxers in order to clear his name. One son agrees with this goal, but the other does not, causing family conflicts.",6.1,"3,148"
Being Cyrus,tt0412308,24 Mar 2006,"Drama, Thriller","Naseeruddin Shah, Dimple Kapadia, Saif Ali Khan","Homi Adajania, Kersi Khambatta",Homi Adajania,"""Being Cyrus"" is a dark, comedic venture by the debutante director Homi Adajania that spins around the Sethnas - a Parsi family.",7.1,"2,810"
Main Aurr Mrs Khanna,tt0412308,24 Mar 2006,"Drama, Thriller","Naseeruddin Shah, Dimple Kapadia, Saif Ali Khan","Homi Adajania, Kersi Khambatta",Homi Adajania,"""Being Cyrus"" is a dark, comedic venture by the debutante director Homi Adajania that spins around the Sethnas - a Parsi family.",7.1,"2,810"
Raaz,tt0307873,01 Feb 2002,"Drama, Horror, Musical","Dino Morea, Bipasha Basu, Malini Sharma","Mahesh Bhatt, Girish Dhamija",Vikram Bhatt,"Sanjana and Aditya decide to give their marriage one last chance. They plan a holiday in Ooty, but they don't know that a strange figure is waiting for them to come.",6.6,"3,492"
Mickey Virus,tt2796318,25 Oct 2013,"Comedy, Thriller","Manish Paul, Dean Alexandrou, Elli Avrram","Abu Jakaria, Kuldeep Ruhil, Saurabh Varma",Saurabh Varma,When Delhi Police comes across an unusual case revolving around hacking they seek help of an expert who thinks like them only to come across a lazy hacker Mickey Arora.,6.1,"2,754"
Chaahat,tt0172234,06 Jun 1996,"Drama, Romance","Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt","Robin Bhatt, Akash Khurana, Javed Siddiqui",Mahesh Bhatt,"Roop and his father come to the city for medical treatment and Reshma falls in love with Roop. Roop loves Pooja, but when Reshma threatens to kill herself, Roop agrees to marry her.",5.5,"2,847"
Sulemani Keeda,tt2679480,05 Dec 2014,"Comedy, Romance","Naveen Kasturia, Mayank Tewari, Aditi Vasudev",Amit Masurkar,Amit Masurkar,"This is a Bromantic Comedy about two struggling writers who peddle their mediocre screenplay, ""Sulemani Keeda"" in Bollywood. Perenially hungry and horny, they lie, drink, hit on unsuspecting girls in bookshops and attend poetry re...",7.1,"2,559"
What's Your Raashee?,tt1242530,02 Oct 2009,"Comedy, Drama, Romance","Harman Baweja, Priyanka Chopra Jonas, Anjan Srivastav","Tapan Bhatt, Ashutosh Gowariker, Naushil Mehta",Ashutosh Gowariker,"A young man has only ten days to locate his soulmate as dictated by the stars, otherwise he could lose a fortune. He thus embarks on a journey through love, looking through twelve girls to find the one who fits his horoscope.",4.8,"2,726"
Khamoshi: The Musical,tt0116763,09 Aug 1996,"Drama, Musical, Romance","Manisha Koirala, Nana Patekar, Salman Khan","Sanjay Leela Bhansali, Sutapa Sikdar",Sanjay Leela Bhansali,The daughter of deaf-mute parents seeks their understanding when she discovers a love for music.,7.5,"4,329"
Bade Miyan Chote Miyan,tt0118673,16 Oct 1998,"Action, Comedy, Musical","Amitabh Bachchan, Govinda, Raveena Tandon",Rumi Jaffery,David Dhawan,"Arjun and Pyare Mohan are honest policemen who work together. Trouble follows when thieves Bade Miyan and Chote Miyan, look-alikes of Arjun and Pyare, commit crimes and the hapless duo are blamed for it.",5.8,"3,005"
Phobia,tt1292575,25 Apr 2008,"Drama, Horror, Mystery","Maneerat Kham-uan, Witawat Singlampong, Apinya Sakuljaroensuk","Yongyoot Thongkongtoon, Eakasit Thairaat, Paween Purijitpanya","Banjong Pisanthanakun, Paween Purijitpanya, Yongyoot Thongkongtoon","4BIA is a Horror Anthology. The first segment, ""Happiness"" is about a lonely girl who corresponded with a stranger over hand phone text messaging and soon discovered something strange about this new stranger that she is attracted ...",6.6,"3,317"
Haasil,tt0362696,16 May 2003,"Crime, Drama, Romance","Jimmy Shergill, Hrishitaa Bhatt, Irrfan Khan",Tigmanshu Dhulia,Tigmanshu Dhulia,"Aniruddh, a law-abiding college student, in love with Niharika, gets caught up in college politics and crime and must fight it out for himself when his friend becomes his foe.",7.6,"2,949"
Hum,tt0102071,01 Feb 1991,"Action, Comedy, Drama","Amitabh Bachchan, Rajinikanth, Govinda","Ravi Kapoor, Mohan Kaul, Kader Khan",Mukul Anand,"A dockworker overthrows the tyranny of a cruel gangster but has to run away to make a new life for himself and his brothers. Fifteen years later, his past catches up with him as his old enemy resurfaces.",6.9,"3,014"
Munna Michael,tt6117702,21 Jul 2017,"Action, Drama, Music","Tiger Shroff, Nidhhi Agerwal, Nawazuddin Siddiqui",Vimi Datta,Sabir Khan,"A young man, tries to follow the footsteps of his idol, The King of Pop, Michael Jackson.",3.4,"3,471"
Sharaabi,tt0088099,18 May 1984,"Comedy, Drama, Romance","Amitabh Bachchan, Ranjeet Bedi, Bharat Bhushan","Kader Khan, Prakash Mehra, Laxmikant Sharma",Prakash Mehra,A workaholic businessman neglects his only son after his wife's death. The son grows up to be a rebellious alcoholic.,7.3,"2,881"
Photograph,tt7778680,15 Mar 2019,"Drama, Romance","Nawazuddin Siddiqui, Sanya Malhotra, Sachin Khedekar",Ritesh Batra,Ritesh Batra,"A struggling street photographer in Mumbai, pressured to marry by his grandmother, convinces a shy stranger to pose as his fiancée. The pair develop a connection that transforms them in ways they could not expect.",6.8,"5,103"
Tumko Na Bhool Paayenge,tt0310254,22 Feb 2002,"Action, Romance, Thriller","Pankaj Dheer, Arbaaz Khan, Salman Khan",Rumi Jaffery,Pankaj Parashar,An amnesiac Hindu man remembers his past as a Muslim sharpshooter and an assassin.,5.7,"3,043"
Abhimaan,tt0069671,27 Jul 1973,"Drama, Musical","Amitabh Bachchan, Jaya Bachchan, Govardhan Asrani","Nabendu Ghosh, Rajinder Singh Bedi, Biresh Chatterjee",Hrishikesh Mukherjee,"A popular singer convinces his new wife to enter show-business, but his pride is wounded when she outshines him.",7.9,"2,793"
Lamhe,tt0102258,21 Nov 1991,"Drama, Musical, Romance","Anil Kapoor, Sridevi, Anupam Kher","Honey Irani, Rahi Masoom Reza",Yash Chopra,"When the young Viren comes to India for the first time, he is captivated by Pallavi. When he learns she is already spoken for, he returns to London a broken man. When he gets the news of Pallavi and her husband dying and leaving thei",7.2,"2,810"
Rascals,tt1830786,06 Oct 2011,"Action, Comedy, Crime","Ajay Devgn, Sanjay Dutt, Kangana Ranaut","Sanjay Chhel, Yunus Sajawal",David Dhawan,Two rival con-men attempt to outdo each other to woo a wealthy woman.,3.0,"2,886"
Pinjar,tt0347779,24 Oct 2003,Drama,"Urmila Matondkar, Manoj Bajpayee, Sanjay Suri","Chandra Prakash Dwivedi, Amrita Pritam",Chandra Prakash Dwivedi,"In the days leading up to Partition, a Hindu woman is abducted by a Muslim man. Soon, she finds herself not only forced into marriage, but living in a new country as the borders between India and Pakistan are drawn.",7.9,"2,802"
Freaky Ali,tt5943306,09 Sep 2016,"Comedy, Sport","Nawazuddin Siddiqui, Arbaaz Khan, Amy Jackson","Sohail Khan, Raaj Shaandilyaa, Atul Kumar",Sohail Khan,A debt collector becomes a golfing sensation.,4.9,"2,784"
Sooryavansham,tt0214178,21 May 1999,"Action, Drama","Amitabh Bachchan, Soundarya, Rachana Banerjee","Vikraman, Aadesh K. Arjun, E.V.V. Satyanarayana","E.V.V. Satyanarayana, Pranavanand","Heera fails to live up to expectations of his father Thakur Bhanupratap Singh, a powerful and respected man of his community. Despite all odds Heera struggles to keep his father's pride.",6.2,"3,264"
Shool,tt0220757,05 Nov 1999,"Action, Crime, Drama","Manoj Bajpayee, Raveena Tandon, Sayaji Shinde","Anurag Kashyap, Eeshwar Nivas, Ram Gopal Varma",Eeshwar Nivas,"A tale of an honest cop set against the backdrop of the brutal, lawless system prevailing in the Indian state of Bihar, and the endless suffering he tolerates before all hell breaks loose.",7.7,"3,310"
Lajja,tt0293342,31 Aug 2001,"Action, Crime, Drama","Manisha Koirala, Jackie Shroff, Madhuri Dixit","Ranjit Kapoor, Ashok Rawat, Rajkumar Santoshi",Rajkumar Santoshi,The lives of four women from different places are the victims of male chauvinism and marital abuse. They decide to fight for their rights and dignity against the social norms and injustice.,6.6,"2,657"
Inkaar,tt2094854,18 Jan 2013,"Drama, Romance, Thriller","Arjun Rampal, Chitrangda Singh, Vipin Sharma",Sudhir Mishra,"Sudhir Mishra, Jay Dev Banerjee","At a leading ad agency, the battle for the top job between Rahul Verma, the advertising CEO, and Maya Luthra, his ambitious protégée, takes an ugly turn when Maya files a sexual harassment complaint against Rahul.",6.1,"2,570"
Sunday,tt1039989,25 Jan 2008,"Action, Comedy, Mystery","Ajay Devgn, Ayesha Takia, Arshad Warsi","Robin Bhatt, Tushar Hiranandani, Sajid",Rohit Shetty,"An amnesiac woman fears a missing day in her life may connect her to a crime, and tries to retrace her steps between Saturday evening and Monday morning.",5.4,"2,772"
